,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area,cityCenters_nearest,days_exposition
7400,5350000,52.5,2,2.7,14,29.4,11,7.5,15750.0,16
7401,5300000,58.5,3,2.5,5,43.0,3,5.4,10434.0,100
7402,4950000,39.0,1,2.65,12,20.0,12,11.0,11220.0,28
7403,4880000,46.18,1,2.7,10,19.52,3,11.81,3896.0,801
7404,4300000,37.4,1,2.57,10,17.1,5,9.0,11512.0,26
7405,4300000,35.71,1,2.7,22,17.0,9,10.02,9092.0,201
7406,7650000,72.0,2,2.7,9,42.0,2,11.0,10347.0,79
7407,3990000,36.0,1,2.7,17,16.0,4,8.0,12771.0,109
7408,5090000,40.0,1,2.7,25,17.0,16,10.0,13242.0,60
7409,14950000,122.2,2,2.9,9,67.1,2,25.6,3371.0,948
7410,5000000,57.2,3,2.5,9,39.0,4,6.2,13275.0,21
7411,10690000,70.0,2,2.8,17,29.3,14,17.8,13731.0,58
7413,11000000,80.0,2,2.9,6,32.0,1,35.0,4733.0,30
7415,6500000,67.0,2,2.7,18,63.0,18,4.0,16134.0,298
7416,6200000,55.19,2,2.55,14,33.92,11,7.0,11866.0,241
7417,4880000,38.0,1,2.7,13,16.0,6,11.0,15214.0,241
7418,4690000,58.0,3,2.5,7,39.0,3,6.0,15127.0,970
7419,5780000,37.0,1,2.75,25,15.0,7,13.0,13149.0,95
7420,4600000,55.6,3,2.7,5,29.486923177027794,1,26.113076822972207,10487.0,60
7421,7950000,88.3,3,2.7,25,48.4,18,13.3,9877.0,5
7424,13300000,84.2,3,2.73,16,45.0,15,9.8,6127.0,140
7426,2700000,22.7,1,2.5,9,12.5,7,5.0,11736.0,6
7427,7120000,44.0,1,2.5,17,18.0,4,11.0,8059.0,22
7428,24700000,94.0,3,3.2,10,60.4,4,22.0,4166.0,299
7430,5100000,44.1,1,2.8,7,20.8,7,15.2,11636.0,31
7432,3420000,32.9,1,2.5,9,17.4,3,7.6,5862.0,72
7433,6800000,68.0,2,2.5,9,39.0,2,9.0,9894.0,82
7437,8400000,68.6,3,2.7,4,42.41,3,10.2,1592.0,61
7438,10624000,96.1,3,2.7,10,53.7,8,16.5,5955.0,551
7439,4500000,46.0,2,2.7,5,30.8,2,6.4,10862.0,60
7440,4935000,36.7,1,2.75,21,16.3,17,10.4,11007.0,366
7441,5500000,83.4,3,2.7,7,45.6,7,12.5,19328.0,108
7443,3700000,58.0,3,2.5,5,39.0,5,5.6,12971.0,132
7444,68000000,221.0,5,2.7,4,145.0,4,10.0,1253.0,73
7446,5750000,67.0,3,2.7,17,38.4,5,7.4,16045.0,1116
7447,4400000,37.0,1,2.7,10,17.4,2,9.8,5670.0,3
7448,2940000,38.0,1,2.6,9,18.0,7,6.5,19014.0,69
7449,3150000,30.3,1,2.7,5,16.8,3,5.0,11556.0,54
7450,12645000,85.4,2,3.1,9,43.9,7,15.3,6269.0,214
7451,5100000,63.0,3,2.7,9,46.0,5,6.0,10449.0,35
7452,4880000,60.4,3,2.5,9,43.6,9,6.3,18680.0,58
7454,3180000,31.5,1,2.5,5,18.5,5,6.0,11779.0,52
7455,5540000,56.0,2,2.7,22,34.0,5,9.0,11729.0,95
7456,2800000,31.0,1,2.56,5,16.0,3,7.0,16240.0,319
7457,9750000,88.0,2,2.8,25,47.0,14,15.5,14938.0,575
7459,5100000,59.0,3,2.5,9,43.0,5,6.0,12581.0,316
7460,8000000,40.0,1,2.7,7,10.0,6,20.0,19216.0,60
7461,3600000,36.6,1,2.7,12,21.5,11,6.84,12386.0,98
7463,5000000,42.0,1,2.8,17,16.1,14,11.7,7734.0,231
7464,2950000,31.0,1,2.6,9,16.440550692227728,1,14.559449307772272,10724.0,244
7467,14000000,105.1,3,2.7,5,61.0,3,14.0,996.0,117
7470,6950000,64.2,2,2.7,16,29.7,10,12.7,14515.0,20
7471,5950000,51.0,2,2.6,10,27.5,5,7.3,11325.0,95
7474,3970000,40.0,1,2.8,23,17.0,5,9.5,12790.0,177
7475,10900000,127.78,3,2.7,22,64.6,1,19.0,15492.0,208
7476,8900000,84.0,2,2.8,18,44.548588972488034,4,21.5,9874.0,86
7477,13660000,131.3,4,3.7,6,85.6,6,13.7,4230.0,115
7480,4850000,39.3,1,2.7,25,20.84237555498547,10,18.457624445014527,14602.0,98
7481,12990000,80.0,3,3.0,7,40.0,2,35.0,10252.0,95
7484,6650000,65.0,2,2.7,16,34.0,2,14.0,12843.0,132
7485,5870000,80.0,3,2.65,12,47.5,4,15.0,14022.0,100
7486,9500000,91.4,3,2.7,17,51.3,7,12.4,8460.0,285
7488,6700000,71.8,3,2.6,10,43.6,5,28.199999999999996,22670.0,65
7491,5600000,67.6,3,2.56,6,42.8,1,8.3,11562.0,404
7492,10250000,87.5,2,3.66,5,61.6,1,12.5,3224.0,29
7494,4450000,45.1,2,2.5,9,28.2,5,7.0,11616.0,95
7495,6900000,75.6,2,3.0,5,41.9,4,19.7,2803.0,121
7496,2550000,23.0,1,2.7,9,12.0,3,5.0,13220.0,124
7497,4780000,52.0,2,2.56,10,29.0,6,8.0,10708.0,73
7498,7600000,54.0,2,3.5,5,16.0,3,30.0,7922.0,148
7499,3300000,36.0,1,2.7,24,17.5,6,10.4,25406.0,310
7500,4200000,44.0,2,2.5,9,26.0,3,6.0,10652.0,36
7503,2950000,31.0,1,2.5,5,17.6,4,6.3,11663.0,28
7505,8150000,72.0,2,3.0,7,34.0,2,10.3,9277.0,385
7507,11200000,65.5,2,3.0,5,34.6,2,12.9,4686.0,95
7509,8500000,77.7,3,3.1,5,42.9,5,8.5,7534.0,85
7510,3070000,31.0,1,2.5,5,18.0,3,7.0,15442.0,117
7511,16500000,113.0,3,2.7,12,51.0,12,26.5,12558.0,79
7512,3500000,44.6,2,2.6,5,27.8,3,6.0,15671.0,815
7514,7800000,58.0,2,2.7,4,41.0,3,7.0,5894.0,159
7516,6400000,54.3,2,3.0,5,34.1,2,7.5,11815.0,63
7518,6600000,57.9,2,2.7,7,36.4,2,10.6,19216.0,20
7519,6610000,60.15,2,2.7,25,33.5,22,10.0,13242.0,562
7520,7090000,56.13,2,2.65,25,29.34,19,11.55,13242.0,25
7521,43500000,245.8,3,4.45,7,170.8,7,25.0,5735.0,1067
7523,7700000,85.0,3,2.7,25,39.0,5,14.0,12111.0,187
7524,4899000,39.0,1,2.7,9,17.0,3,10.0,10347.0,67
7525,7150000,40.0,1,2.7,10,14.8,9,12.8,4087.0,95
7532,3975000,40.3,1,2.65,10,18.6,9,10.7,15010.0,34
7533,4590000,41.0,1,2.5,18,18.3,18,10.7,16134.0,680
7535,9400000,104.0,4,2.9,6,68.0,5,10.0,2211.0,18
7536,3300000,45.0,2,2.7,5,30.0,4,6.0,9962.0,66
7538,6850000,85.0,3,3.0,5,61.0,5,9.2,9532.0,95
7539,3790000,33.0,1,2.5,7,18.0,2,5.6,8621.0,90
7541,6770000,70.0,2,2.8,8,40.0,4,10.0,13729.0,648
7542,6900000,50.0,1,2.8,23,20.0,12,10.0,13355.0,317
7543,130000000,307.8,5,2.7,4,187.9,3,63.4,4785.0,1094
7544,7450000,58.6,2,2.7,12,33.6,8,11.9,9747.0,95
7545,5350000,50.0,1,3.3,5,27.0,2,11.0,6218.0,864
7548,19500000,84.58,2,2.7,9,37.1,2,18.3,5873.0,90
7550,10000000,104.0,4,3.0,6,64.0,4,14.0,4004.0,646
7551,5250000,43.0,1,2.7,25,22.804634831154587,21,20.195365168845413,14857.0,638
7552,7200000,71.3,3,2.8,10,37.81326659212377,9,9.0,12863.0,61
7554,7100000,80.0,3,2.7,12,54.0,1,16.0,15802.0,83
7556,4500000,37.0,1,2.7,17,16.1,14,10.3,17623.0,53
7557,52000000,131.1,3,3.0,12,57.9,5,41.9,6555.0,95
7558,72000000,251.0,3,2.75,4,133.11542657255353,3,117.88457342744647,4471.0,500
7559,4150000,44.0,2,2.55,5,30.0,3,5.5,10412.0,191
7562,4000000,42.0,1,2.6,10,19.0,5,11.0,16076.0,459
7564,8580000,68.7,2,2.8,25,41.6,20,12.4,11062.0,130
7565,3700000,35.0,1,2.7,23,15.0,10,9.5,17501.0,183
7566,15890000,178.0,6,3.7,5,123.6,5,22.1,5749.0,95
7567,4700000,50.3,2,2.58,9,27.5,7,9.5,11885.0,95
7568,4750000,45.0,2,2.55,5,30.5,4,6.0,7756.0,106
7569,4450000,42.0,2,2.5,9,28.0,2,8.0,11597.0,66
7572,6500000,59.41,3,2.5,9,34.88,4,7.8,10315.0,95
7574,4700000,41.0,1,2.6,17,19.0,5,9.0,15134.0,318
7575,6150000,60.0,2,2.55,10,33.0,7,11.0,16670.0,4
7578,38000000,143.0,3,5.5,5,83.0,5,29.0,6448.0,95
7579,4990000,49.0,2,2.75,9,16.8,4,16.0,5299.0,259
7581,4500000,51.0,2,2.7,9,32.0,3,8.0,21267.0,478
7585,3860000,42.0,1,2.6,16,18.0,10,10.0,9636.0,27
7587,2800000,33.0,1,2.6,9,17.9,7,6.5,14983.0,99
7588,3300000,32.4,1,2.7,5,17.5,4,6.0,13601.0,168
7589,6300000,74.49,4,2.55,8,56.86,5,6.82,13296.0,65
7590,4550000,50.0,2,2.6,9,30.2,8,7.0,16005.0,59
7591,3900000,31.5,1,2.5,5,16.9,2,5.6,12848.0,45
7594,4950000,51.3,1,2.72,16,19.8,12,11.5,11308.0,66
7596,40000000,110.0,3,3.2,4,74.4,2,12.0,2383.0,95
7599,5911757,93.3,3,2.75,24,47.4,17,16.4,17547.0,967
7601,7200000,72.3,2,2.75,25,35.9,4,12.4,15365.0,17
7603,3950000,33.5,1,2.78,16,16.5,4,8.5,14414.0,142
7604,4075000,45.2,2,2.7,9,27.0,8,6.0,16922.0,8
7608,6700000,75.2,3,2.63,14,47.5,7,10.6,15837.0,689
7609,5900000,75.5,2,2.95,5,47.4,5,12.2,4502.0,756
7612,4730000,58.4,3,2.55,9,37.4,8,7.0,12662.0,25
7613,4139000,35.3,1,2.5,10,19.9,6,6.1,11325.0,110
7614,6000000,52.2,2,2.62,12,31.2,1,7.5,11560.0,60
7618,60999000,205.0,4,4.0,6,112.0,3,22.0,2378.0,907
7619,14900000,128.0,4,3.4,7,86.0,4,17.0,4893.0,16
7620,9700000,112.0,4,3.5,4,77.4,2,21.0,3765.0,631
7624,6750000,48.7,1,2.78,7,23.4,6,11.5,5038.0,881
7625,3450000,25.0,0,2.7,19,18.0,14,7.0,17492.0,95
7627,5000000,43.0,1,3.0,16,20.0,6,12.0,14636.0,180
7628,6921909,51.3,1,3.1,16,26.13,6,11.36,8434.0,54
7629,17900000,95.0,2,3.0,7,48.0,4,14.0,9189.0,28
7631,4000000,38.9,1,2.65,17,19.6,4,8.4,14401.0,95
7632,5290000,53.0,2,2.9,5,31.0,2,9.0,7751.0,214
7633,20900000,121.0,4,3.13,6,75.0,3,14.0,2985.0,40
7634,3090000,35.2,1,2.55,9,18.2,8,8.1,16939.0,45
7636,3000000,32.0,1,2.6,9,16.0,8,8.2,14774.0,162
7637,3900000,32.0,1,2.7,5,18.0,3,6.0,14562.0,543
7639,8000000,72.5,4,3.2,5,50.0,1,7.4,743.0,29
7640,10200000,66.5,3,2.7,5,51.7,3,5.3,4391.0,245
7641,3690000,47.3,2,2.7,9,27.5,7,9.1,12147.0,182
7642,14500000,146.0,3,3.0,4,100.0,3,28.0,3608.0,77
7645,2850000,30.0,1,3.0,5,17.0,2,5.4,10073.0,26
7647,23000000,83.0,3,2.88,3,60.0,1,8.0,1381.0,95
7649,8000000,80.0,3,2.75,12,48.0,1,15.0,17135.0,9
7650,4900000,75.0,4,2.8,14,49.0,1,9.0,12837.0,60
7651,4000000,25.0,1,2.8,24,20.0,16,5.0,12722.0,372
7652,5200000,56.4,2,2.7,5,35.5,5,8.3,5615.0,60
7654,6190000,69.0,3,2.5,16,42.0,15,9.0,15378.0,393
7655,3600000,31.0,1,2.5,9,16.0,7,8.0,13802.0,139
7657,8001805,61.79,2,2.7,11,29.9,2,12.2,3578.0,13
7658,37000000,245.0,6,3.5,5,174.3,4,16.0,5519.0,95
7659,4300000,35.0,1,2.7,25,15.06,4,10.54,10955.0,49
7660,4300000,40.5,1,2.8,10,18.7,7,7.5,11689.0,49
7663,65000000,180.0,4,3.1,9,95.46126208390292,5,84.53873791609708,5833.0,90
7664,40000000,315.0,5,3.5,6,182.0,4,37.0,3175.0,81
7665,10100000,70.0,3,3.1,5,41.0,1,8.9,3324.0,95
7666,5260000,57.6,2,2.65,12,27.4,5,10.5,16990.0,74
7667,5350000,57.2,3,2.57,10,39.1,8,6.2,13123.0,354
7668,4150000,45.0,1,2.8,16,20.0,10,12.0,14127.0,30
7670,5699000,53.3,1,2.75,16,21.3,7,12.0,12551.0,239
7672,3800000,48.3,2,2.6,4,30.0,1,5.8,14712.0,98
7673,3650000,50.0,2,2.6,5,32.0,5,5.5,16495.0,21
7674,131000000,380.0,5,3.9,6,150.0,4,230.0,4504.0,901
7675,3650000,38.1,1,2.7,12,19.8,7,10.1,14137.0,765
7677,3700000,43.0,2,2.7,5,30.0,4,6.0,9889.0,70
7686,11000000,96.6,3,2.7,24,50.1,21,12.7,13360.0,107
7689,4200000,41.3,1,2.7,18,18.0,1,10.9,11470.0,256
7691,5190000,48.2,1,2.75,15,20.0,6,13.3,10952.0,88
7692,2800000,29.0,1,2.7,5,16.0,1,5.4,12550.0,905
7694,30000000,251.0,7,3.5,5,193.0,4,21.0,3334.0,613
7695,4300000,49.0,1,2.7,9,18.0,1,15.0,11792.0,117
7697,2780000,32.0,1,2.55,12,17.0,1,7.0,12139.0,106
7698,11200000,71.0,2,2.8,17,38.0,7,13.0,5693.0,103
7699,5900000,87.0,4,2.6,10,54.4,1,11.5,13995.0,1093
7700,3001767,35.29,1,2.7,5,10.0,4,25.29,25767.0,145
7704,5750000,44.0,1,2.7,17,17.0,4,10.3,11242.0,63
7706,6950000,78.0,2,3.4,4,46.0,3,10.2,3220.0,9
7707,5590000,59.5,2,2.52,4,36.7,1,9.9,5937.0,93
7708,7367016,90.37,2,2.7,16,47.92685696956838,7,10.7,10647.0,14
7709,3850000,45.5,2,2.7,5,30.3,4,6.4,7350.0,33
7710,5100000,41.3,1,2.7,24,21.903056244806614,15,19.396943755193384,14602.0,59
7712,7875000,68.0,2,3.0,25,36.5,13,11.0,15973.0,60
7714,4200000,45.0,2,2.7,7,28.0,4,6.5,12033.0,45
7715,3900000,36.8,1,2.5,16,19.7,14,6.5,16601.0,7
7716,25000000,165.0,3,3.0,23,60.0,21,40.0,7302.0,163
7717,5150000,34.6,1,2.7,25,17.2,4,9.1,14816.0,125
7718,3300000,32.1,1,2.7,9,15.5,5,8.1,16009.0,19
7722,10500000,102.8,5,2.77,2,71.0,1,13.6,8402.0,95
7724,4600000,39.0,1,2.65,16,16.5,7,10.3,14192.0,29
7726,50000000,93.0,2,2.7,7,40.0,4,28.0,318.0,95
7727,5100000,45.4,2,2.57,9,28.1,5,6.9,14447.0,49
7728,5400000,88.7,4,2.7,5,65.0,1,9.0,4755.0,75
7729,16000000,248.0,7,3.32,6,166.7,2,25.3,3147.0,9
7731,7700000,42.0,1,2.7,7,18.0,4,11.0,6131.0,480
7732,3975000,74.0,3,3.2,3,43.8,2,14.0,26104.0,112
7737,3650000,36.7,1,2.7,5,15.6,1,8.3,8752.0,272
7738,3500000,51.0,2,2.6,9,42.0,3,9.0,13066.0,4
7739,16900000,80.0,3,3.2,7,52.0,6,9.0,10422.0,132
7741,4950000,60.0,2,2.7,18,33.0,4,14.0,22358.0,20
7742,3570000,28.1,1,2.5,9,14.3,1,6.8,7552.0,476
7743,5050000,50.2,2,2.56,9,30.3,3,10.2,13493.0,8
7744,11500000,48.0,1,3.7,5,25.0,3,9.0,583.0,113
7745,3870000,32.0,1,2.7,5,18.5,3,7.0,7748.0,690
7756,4390000,151.8,6,3.5,6,106.5,6,14.3,2270.0,44
7759,10300000,118.0,4,2.7,7,84.0,3,15.0,3941.0,194
7761,6598000,46.0,1,2.7,20,20.0,7,12.0,10330.0,47
7762,4000000,35.0,1,2.58,9,18.56191207187001,9,7.0,15612.0,95
7763,6450000,65.4,3,2.7,4,44.1,4,7.9,5921.0,47
7764,6300000,59.7,3,2.5,9,44.0,5,6.0,10200.0,7
7765,8300000,91.0,3,2.75,13,59.7,12,10.0,13303.0,848
7766,5772000,41.7,1,2.85,9,18.55,3,12.5,6014.0,578
7767,4300000,49.0,4,2.6,5,37.0,3,6.0,12313.0,53
7768,2400000,31.0,1,2.7,4,16.440550692227728,2,14.559449307772272,15572.0,35
7769,4400000,54.2,2,2.6,16,28.4,9,9.4,21976.0,105
7770,3700000,46.0,2,2.57,5,30.0,2,7.0,14915.0,127
7773,3600000,33.0,1,2.65,14,17.0,9,7.0,13094.0,55
7775,4150000,40.0,1,2.7,20,20.5,9,10.8,11360.0,55
7776,6088000,64.0,2,2.7,10,34.5,3,13.0,12391.0,50
7777,4100000,41.5,1,2.6,23,21.4,22,10.5,11313.0,45
7778,2750000,29.0,1,2.5,4,15.0,1,6.0,21486.0,43
7779,6200000,50.0,1,2.7,13,20.67,4,12.84,10956.0,7
7780,10000000,75.0,3,3.2,4,53.0,1,8.2,4246.0,369
7782,8250000,86.0,3,3.0,5,58.1,3,9.0,15289.0,134
7786,7600000,77.3,3,3.0,6,47.4,4,14.8,2348.0,717
7788,5550000,55.1,2,2.7,7,33.6,3,7.1,10661.0,88
7789,6200000,57.5,2,3.0,5,33.5,3,10.0,15411.0,5
7792,4990000,46.4,1,2.7,9,21.0,8,13.0,14027.0,468
7795,3200000,30.0,1,2.5,9,15.0,9,8.5,14723.0,7
7796,14100000,58.0,1,2.7,12,19.7,3,22.9,6480.0,208
7797,7900000,58.8,2,2.7,25,36.0,23,10.9,13845.0,74
7798,4700000,50.9,2,2.7,10,30.1,5,8.76,12792.0,107
7800,4350000,57.0,3,2.5,5,39.0,4,6.0,10240.0,96
7801,4150000,42.0,1,2.6,25,15.1,8,8.7,12702.0,118
7802,3830000,36.5,1,2.8,20,18.5,10,8.7,13708.0,49
7805,5400000,60.0,3,2.5,9,42.0,4,6.0,12416.0,1210
7806,6600000,91.0,4,2.7,18,51.0,1,14.0,21539.0,683
7807,5490000,40.7,1,2.7,17,20.3,9,10.1,15372.0,19
7809,3900000,35.0,1,2.7,20,15.7,19,8.5,15985.0,383
7811,9200000,107.0,3,2.7,24,70.0,18,17.0,14764.0,47
7812,8400000,108.0,4,3.1,4,75.1,4,10.5,4583.0,4
7813,6600000,62.0,3,2.5,9,42.1,4,8.3,9706.0,83
7817,6300000,74.7,3,3.4,5,45.9,2,8.7,7240.0,19
7818,3300000,27.3,0,2.7,20,14.47829141605861,9,12.82170858394139,13853.0,31
7819,6900000,78.7,3,2.56,10,48.5,1,10.8,17071.0,95
7820,4680000,50.0,2,2.6,9,30.0,6,8.0,16383.0,419
7821,16990000,98.6,3,2.8,21,47.9,18,24.7,14640.0,95
7822,7475000,67.7,2,2.75,15,35.90404135044571,15,22.5,12786.0,119
7823,11900000,90.0,4,3.0,7,70.0,4,9.0,9356.0,32
7825,3250000,31.4,1,2.55,16,13.6,5,7.2,12949.0,497
7827,7000000,54.0,2,2.7,14,33.1,4,7.3,10436.0,178
7828,4950000,54.6,2,3.4,5,27.0,1,9.2,4252.0,141
7829,3390000,23.0,1,2.54,6,10.0,1,7.0,7035.0,60
7832,8200000,67.0,2,2.7,5,39.9,1,8.4,6805.0,95
7833,6700000,58.2,2,3.5,6,42.4,2,7.0,1727.0,95
7834,4300000,46.0,1,2.6,10,18.3,5,13.4,15030.0,17
7835,7500000,86.0,4,2.6,9,59.5,1,7.6,16727.0,95
7838,14900000,60.0,2,3.84,5,31.0,2,15.0,2401.0,1075
7839,6400000,76.9,2,2.7,4,36.9,2,14.5,11432.0,11
7840,6280000,54.4,2,2.5,14,31.6,8,9.0,11782.0,115
7841,5100000,55.0,2,2.7,12,32.6,7,22.4,20817.0,758
7842,5100000,60.0,3,2.7,5,41.0,4,7.0,12955.0,537
7843,5350000,76.6,3,2.7,18,43.0,15,12.6,21425.0,34
7844,7000000,55.8,2,2.78,15,33.67,6,9.35,12398.0,175
7846,10500000,117.2,3,3.09,8,69.1,3,14.6,13223.0,8
7847,5000000,44.4,1,2.7,13,19.3,4,15.6,16554.0,95
7849,2950000,46.5,2,2.6,5,24.66082603834159,1,21.83917396165841,14219.0,235
7850,7250000,74.0,2,2.7,23,39.24518552338231,3,34.75481447661769,11313.0,60
7854,4700000,42.0,2,2.5,7,24.5,6,6.0,12033.0,76
7855,5200000,44.9,2,2.53,5,29.0,3,5.5,9972.0,95
7856,4750000,49.0,2,2.6,9,34.0,9,7.0,15419.0,135
7857,150000000,230.0,8,2.7,8,220.0,8,10.0,5845.0,135
7858,9900000,45.1,1,2.65,12,17.7,3,12.0,5881.0,139
7859,3990000,45.0,2,2.5,5,26.0,5,6.0,11133.0,1075
7861,5100000,45.5,2,2.7,10,28.1,7,7.0,14176.0,28
7863,9000000,74.5,4,2.67,17,45.0,15,14.0,16018.0,95
7864,3950000,45.2,2,2.7,9,27.0,4,6.0,17220.0,54
7865,11500000,87.2,3,2.7,10,57.7,1,10.8,15902.0,95
7867,12800000,82.7,2,3.8,6,44.4,4,17.0,5473.0,28
7869,6200000,57.0,2,2.5,16,30.0,11,7.2,10793.0,33
7870,3200000,36.7,1,2.7,22,14.7,22,10.9,20878.0,50
7871,5900000,41.0,1,2.7,17,18.6,16,10.3,12506.0,22
7872,3500000,30.7,1,2.55,5,17.0,4,5.5,10773.0,7
7873,5600000,65.0,3,2.6,9,34.472122419187166,7,30.527877580812834,12021.0,59
7874,12870000,68.6,2,3.1,10,36.0,3,13.4,5457.0,224
7877,8700000,64.5,2,2.7,17,34.5,12,13.1,11004.0,75
7878,4600000,48.3,4,2.5,5,36.57,4,5.2,15164.0,4
7879,5950000,67.0,2,2.8,6,44.0,4,10.0,4745.0,57
7880,18400000,115.0,3,3.0,16,65.8,3,16.0,8946.0,95
7881,3469200,41.3,1,2.7,24,17.2,20,9.3,17121.0,88
7882,5863140,54.2,1,2.7,16,28.744446694152995,15,25.45555330584701,10647.0,95
7883,4180000,43.6,1,2.7,13,23.12283903810093,3,13.6,8460.0,45
7884,3800000,38.0,1,2.7,9,20.0,4,7.0,15584.0,95
7891,5558560,61.2,2,2.7,16,32.3,3,12.3,13758.0,4
7892,5800000,48.0,1,2.7,25,25.456336555707445,19,22.543663444292555,9289.0,60
7893,8900000,105.0,2,3.6,6,30.0,6,36.0,2869.0,1225
7894,4350000,36.0,1,2.7,25,17.0,21,10.0,11968.0,45
7895,7400000,68.0,3,3.0,10,46.0,8,9.0,13650.0,453
7896,4400000,39.0,1,2.7,16,20.0,6,10.0,14760.0,184
7897,4100000,39.0,1,2.7,10,18.0,1,10.0,10337.0,427
7899,5100000,61.6,3,2.7,9,41.5,1,7.0,13062.0,47
7900,6200000,91.0,3,2.7,12,47.0,7,10.0,21976.0,107
7902,5240000,44.7,2,2.6,9,27.4,9,10.0,11110.0,24
7904,5800000,52.3,2,2.7,12,30.8,10,21.499999999999996,12604.0,169
7907,2700000,33.2,1,2.55,17,16.3,16,8.6,13164.0,108
7908,6650000,53.2,2,2.65,9,29.13,9,10.6,6660.0,13
7909,3988000,31.0,1,2.5,5,17.0,3,5.6,13701.0,95
7910,6700000,47.0,1,2.7,19,19.0,9,14.0,4844.0,5
7911,3600000,40.2,1,2.8,4,21.0,3,5.9,11435.0,30
7914,6200000,67.3,3,2.5,9,42.6,8,8.3,12638.0,58
7916,5100000,35.0,1,2.7,15,17.0,10,10.0,12398.0,174
7919,4950000,43.7,1,2.75,16,17.7,10,9.3,14069.0,32
7923,3400000,57.0,2,2.8,3,36.0,1,10.0,6755.0,484
7924,4500000,42.0,1,2.7,16,21.0,5,12.0,14282.0,42
7925,3400000,32.0,1,2.7,23,15.0,17,8.7,10987.0,73
7927,11650000,100.0,3,2.7,12,58.5,6,16.0,15091.0,95
7930,3895000,34.2,1,2.7,25,17.48,25,7.87,15814.0,1314
7931,8490000,97.0,3,2.7,6,57.8,2,20.5,1755.0,98
7932,2888000,30.2,1,2.53,9,15.0,2,8.0,9601.0,675
7933,3444000,37.0,1,2.7,10,19.5,9,7.5,11927.0,53
7934,4400000,44.2,2,2.7,5,28.0,4,7.3,12474.0,120
7937,8590000,120.0,2,2.5,16,53.0,4,20.0,10647.0,104
7938,17000000,150.0,3,3.5,6,99.3,4,16.0,3555.0,165
7939,39000000,312.0,6,2.7,5,194.0,5,41.0,5559.0,613
7940,3250000,42.0,1,2.7,12,20.1,8,14.1,11754.0,113
7942,5800000,36.8,1,2.7,19,10.5,3,15.5,7206.0,82
7943,3000000,36.0,1,2.6,9,19.3,8,7.0,18309.0,45
7945,3240000,33.0,1,2.5,5,18.4,4,6.5,8555.0,44
7946,5790000,59.06,2,2.7,18,29.78,9,10.75,16134.0,54
7949,8800000,79.0,3,3.3,5,37.0,2,30.0,3216.0,191
7950,5967734,66.4,2,2.7,4,44.4,2,2.89,20802.0,335
7952,2650000,32.11,1,2.7,9,17.73,3,6.2,16074.0,11
7956,3990000,38.9,1,2.7,21,15.6,12,12.1,10898.0,96
7958,3450000,34.8,2,2.9,4,18.1,2,11.8,4772.0,4
7959,20850000,105.0,3,3.0,7,75.0,2,12.0,4327.0,95
7960,11793000,98.9,3,2.7,18,54.6,18,16.8,7348.0,284
7961,5100000,44.5,2,2.5,9,27.6,2,7.0,10400.0,95
7963,7600000,80.0,3,3.0,5,54.0,4,10.0,5254.0,259
7964,5000000,51.0,2,2.55,16,27.047357590439162,12,9.9,12949.0,468
7965,8500000,70.0,2,2.7,14,38.0,10,14.0,14969.0,9
7966,6500000,105.0,4,2.6,9,60.0,6,10.5,12736.0,834
7968,10700000,120.1,4,3.25,6,73.4,4,11.0,1990.0,95
7969,7800000,81.5,3,2.85,3,59.0,2,8.1,3137.0,112
7971,3780000,45.0,2,2.55,9,27.6,8,8.8,11045.0,51
7972,12000000,111.0,3,3.0,25,57.0,23,18.0,4489.0,915
7973,7000000,75.2,3,2.7,10,42.4,7,8.7,15435.0,9
7975,2700000,32.6,1,2.7,15,17.6,13,6.3,16188.0,188
7976,4900000,51.3,2,2.5,9,31.8,4,7.9,15933.0,26
7978,5750000,57.0,3,2.5,10,39.0,6,6.0,13971.0,22
7979,4950000,57.9,2,3.0,5,33.8,1,9.9,15318.0,121
7980,3790000,38.7,1,2.65,18,18.0,17,12.0,14156.0,45
7981,2690000,31.0,1,2.7,5,17.0,3,6.0,15769.0,68
7982,15500000,82.0,2,2.7,10,43.487908282666886,7,38.512091717333114,10131.0,95
7983,7500000,86.0,3,2.6,10,57.1,10,9.4,17465.0,780
7985,6000000,60.0,3,2.7,9,39.0,8,6.0,11687.0,102
7988,4450000,38.0,1,2.7,16,13.1,3,20.0,13313.0,354
7992,6300000,75.0,3,2.6,9,45.0,7,10.0,15838.0,95
7993,5750000,85.0,3,2.8,21,51.5,2,12.0,15015.0,154
7994,4550000,44.0,2,2.7,9,27.3,3,8.5,12569.0,101
7995,4400000,52.0,2,2.7,13,29.5,13,10.0,13166.0,4
7997,24900000,230.0,7,3.5,5,167.0,4,18.0,2717.0,95
7998,5500000,65.0,3,2.7,16,40.0,10,10.0,16072.0,168
7999,3000000,33.0,1,2.7,22,16.0,3,8.0,13862.0,212
8000,3000000,33.0,1,2.54,9,19.0,4,7.0,15089.0,4
8001,10500000,92.0,3,3.5,5,50.0,3,17.5,4761.0,966
8003,8400000,84.2,4,3.1,5,54.0,3,9.0,2682.0,131
8005,18850000,110.0,4,3.0,6,80.0,3,11.0,3409.0,95
8008,6500000,54.0,1,2.8,22,18.0,20,19.0,13357.0,14
